# Mouse<->human orthologs derived from MGI HOM_MouseHumanSequence.rpt
# Source: https://www.informatics.jax.org/downloads/reports/HOM_MouseHumanSequence.rpt
# Downloaded 2026-07-31. Regenerate with scripts/build_orthologs.py
mouse_symbol	human_symbol	relationship
Csn3	CSN3	1:1
Csnk1a1	CSNK1A1	1:1
Csnk1d	CSNK1D	1:1
Csnk1e	CSNK1E	many
Csnk1e	TPTEP2-CSNK1E	many
Csnk1g1	CSNK1G1	1:1
Csnk1g2	CSNK1G2	1:1
Csnk1g3	CSNK1G3	1:1
Csnk2a1	CSNK2A1	many
Csnk2a1	CSNK2A3	many
Csnk2a2	CSNK2A2	1:1
Csnk2a2ip	CSNK2A2IP	1:1
Csnk2b	CSNK2B	1:1
Cspg4	CSPG4	1:1
Cspg4b	CSPG4BP	1:1
Cspg5	CSPG5	1:1
Cspp1	CSPP1	1:1
Csprs	SP100	1:1
Csrnp1	CSRNP1	1:1
Csrnp2	CSRNP2	1:1
Csrnp3	CSRNP3	1:1
Csrp1	CSRP1	1:1
Csrp2	CSRP2	1:1
Csrp3	CSRP3	1:1
Cst11	CST11	1:1
Cst12	CST12P	1:1
Cst13	CST13P	1:1
Cst3	CST3	1:1
Cst5	CST5	1:1
Cst6	CST6	1:1
Cst7	CST7	1:1
Cst8	CST8	1:1
Cst9	CST9	many
Cst9	CST9L	many
Cst9	CST9LP1	many
Csta1	CSTA	1:1
Csta2	CSTA	1:1
Csta3	CSTA	1:1
Cstb	CSTB	1:1
Cstdc3	CSTA	1:1
Cstdc4	CSTA	1:1
Cstdc5	CSTA	1:1
Cstdc6	CSTA	1:1
Cstf1	CSTF1	1:1
Cstf2	CSTF2	1:1
Cstf2t	CSTF2T	1:1
Cstf3	CSTF3	1:1
Cstl1	CSTL1	1:1
Cstpp1	CSTPP1	1:1
Ct45a	CT45A1	many
Ct45a	CT45A10	many
Ct45a	CT45A2	many
Ct45a	CT45A3	many
Ct45a	CT45A5	many
Ct45a	CT45A6	many
Ct45a	CT45A7	many
Ct45a	CT45A8	many
Ct45a	CT45A9	many
Ct47	CT47A1	many
Ct47	CT47A10	many
Ct47	CT47A11	many
Ct47	CT47A12	many
Ct47	CT47A2	many
Ct47	CT47A3	many
Ct47	CT47A4	many
Ct47	CT47A5	many
Ct47	CT47A6	many
Ct47	CT47A7	many
Ct47	CT47A8	many
Ct47	CT47A9	many
Ct47	CT47B1	many
Ct47	CT47C1	many
Ct55	CT55	1:1
Ctag2l1	CTAG1A	many
Ctag2l1	CTAG1B	many
Ctbp1	CTBP1	1:1
Ctbp2	CTBP2	1:1
Ctbs	CTBS	1:1
Ctc1	CTC1	1:1
Ctcf	CTCF	1:1
Ctcfl	CTCFL	1:1
Ctdnep1	CTDNEP1	1:1
Ctdp1	CTDP1	1:1
Ctdsp1	CTDSP1	1:1
Ctdsp2	CTDSP2	1:1
Ctdspl	CTDSPL	1:1
Ctdspl2	CTDSPL2	1:1
Ctf1	CTF1	1:1
Ctf2	CTF2P	1:1
Cth	CTH	1:1
Cthrc1	CTHRC1	1:1
Ctif	CTIF	1:1
Ctla4	CTLA4	1:1
Ctnna1	CTNNA1	1:1
Ctnna2	CTNNA2	1:1
Ctnna3	CTNNA3	1:1
Ctnnal1	CTNNAL1	1:1
Ctnnb1	CTNNB1	1:1
Ctnnbip1	CTNNBIP1	1:1
Ctnnbl1	CTNNBL1	1:1
Ctnnd1	CTNND1	1:1
Ctnnd2	CTNND2	1:1
Ctns	CTNS	1:1
Ctps1	CTPS1	1:1
Ctps2	CTPS2	1:1
Ctr9	CTR9	1:1
Ctrb1	CTRB1	many
Ctrb1	CTRB2	many
Ctrc	CTRC	1:1
Ctrl	CTRL	1:1
Cts3	CTSL	1:1
Cts8	CTSL	1:1
Ctsa	CTSA	1:1
Ctsb	CTSB	1:1
Ctsc	CTSC	1:1
Ctsd	CTSD	1:1
Ctse	CTSE	1:1
Ctsf	CTSF	1:1
Ctsg	CTSG	1:1
Ctsh	CTSH	1:1
Ctsj	CTSL	1:1
Ctsk	CTSK	1:1
Ctsl	CTSL	many
Ctsl	CTSV	many
Ctsm	CTSL	1:1
Ctso	CTSO	1:1
Ctss	CTSS	1:1
Ctsw	CTSW	1:1
Ctsz	CTSZ	1:1
Cttn	CTTN	1:1
Cttnbp2	CTTNBP2	1:1
Cttnbp2nl	CTTNBP2NL	1:1
Ctu1	CTU1	1:1
Ctu2	CTU2	1:1
Ctxn1	CTXN1	1:1
Ctxn2	CTXN2	1:1
Ctxn3	CTXN3	1:1
Ctxnd1	CTXND1	1:1
Ctxnd2	CTXND2	1:1
Cubn	CUBN	1:1
Cuedc1	CUEDC1	1:1
Cuedc2	CUEDC2	1:1
Cul1	CUL1	1:1
Cul2	CUL2	1:1
Cul3	CUL3	1:1
Cul4a	CUL4A	1:1
Cul4b	CUL4B	1:1
Cul5	CUL5	1:1
Cul7	CUL7	1:1
Cul9	CUL9	1:1
Cuta	CUTA	1:1
Cutal	CUTALP	1:1
Cutc	CUTC	1:1
Cux1	CUX1	1:1
Cux2	CUX2	1:1
Cuzd1	CUZD1	1:1
Cwc15	CWC15	1:1
Cwc22	CWC22	1:1
Cwc22rt1	CWC22	1:1
Cwc22rt2	CWC22	1:1
Cwc22rt3	CWC22	1:1
Cwc22rt4	CWC22	1:1
Cwc22rt5	CWC22	1:1
Cwc22rt6	CWC22	1:1
Cwc22rt7	CWC22	1:1
Cwc25	CWC25	1:1
Cwc27	CWC27	1:1
Cwf19l1	CWF19L1	1:1
Cwf19l2	CWF19L2	1:1
Cwh43	CWH43	1:1
Cx3cl1	CX3CL1	1:1
Cx3cr1	CX3CR1	1:1
Cxadr	CXADR	1:1
Cxcl1	CXCL1	many
Cxcl1	CXCL2	many
Cxcl1	CXCL3	many
Cxcl10	CXCL10	1:1
Cxcl11	CXCL11	1:1
Cxcl12	CXCL12	1:1
Cxcl13	CXCL13	1:1
Cxcl14	CXCL14	1:1
Cxcl16	CXCL16	1:1
Cxcl17	CXCL17	1:1
Cxcl2	CXCL1	many
Cxcl2	CXCL2	many
Cxcl2	CXCL3	many
Cxcl3	CXCL1	many
Cxcl3	CXCL2	many
Cxcl3	CXCL3	many
Cxcl5	CXCL5	many
Cxcl5	CXCL6	many
Cxcl9	CXCL9	1:1
Cxcr1	CXCR1	1:1
Cxcr2	CXCR2	1:1
Cxcr3	CXCR3	1:1
Cxcr4	CXCR4	1:1
Cxcr5	CXCR5	1:1
Cxcr6	CXCR6	1:1
Cxxc1	CXXC1	1:1
Cxxc4	CXXC4	1:1
Cxxc5	CXXC5	1:1
Cyb561	CYB561	1:1
Cyb561a3	CYB561A3	1:1
Cyb561d1	CYB561D1	1:1
Cyb561d2	CYB561D2	1:1
Cyb5a	CYB5A	1:1
Cyb5b	CYB5B	1:1
Cyb5d1	CYB5D1	1:1
Cyb5d2	CYB5D2	1:1
Cyb5r1	CYB5R1	1:1
Cyb5r2	CYB5R2	1:1
Cyb5r3	CYB5R3	1:1
Cyb5r4	CYB5R4	1:1
Cyb5rl	CYB5RL	1:1
Cyba	CYBA	1:1
Cybb	CYBB	1:1
Cybc1	CYBC1	1:1
Cybrd1	CYBRD1	1:1
Cyc1	CYC1	1:1
Cycs	CYCS	1:1
Cyct	CYCTP	1:1
Cyfip1	CYFIP1	1:1
Cyfip2	CYFIP2	1:1
Cygb	CYGB	1:1
Cylc1	CYLC1	1:1
Cylc2	CYLC2	1:1
Cyld	CYLD	1:1
Cym	CYMP	1:1
Cyp11a1	CYP11A1	1:1
Cyp11b1	CYP11B1	many
Cyp11b1	CYP11B2	many
Cyp11b2	CYP11B1	many
Cyp11b2	CYP11B2	many
Cyp17a1	CYP17A1	1:1
Cyp19a1	CYP19A1	1:1
Cyp1a1	CYP1A1	1:1
Cyp1a2	CYP1A2	1:1
Cyp1b1	CYP1B1	1:1
Cyp20a1	CYP20A1	1:1
Cyp21a1	CYP21A1P	many
Cyp21a1	CYP21A2	many
Cyp24a1	CYP24A1	1:1
Cyp26a1	CYP26A1	1:1
Cyp26b1	CYP26B1	1:1
Cyp26c1	CYP26C1	1:1
Cyp27a1	CYP27A1	1:1
Cyp27b1	CYP27B1	1:1
Cyp2a12	CYP2A13	many
Cyp2a12	CYP2A6	many
Cyp2a12	CYP2A7	many
Cyp2a22	CYP2A13	many
Cyp2a22	CYP2A6	many
Cyp2a22	CYP2A7	many
Cyp2a4	CYP2A13	many
Cyp2a4	CYP2A6	many
Cyp2a4	CYP2A7	many
Cyp2a5	CYP2A13	many
Cyp2a5	CYP2A6	many
Cyp2a5	CYP2A7	many
Cyp2ab1	CYP2AB1P	1:1
Cyp2b10	CYP2B6	1:1
Cyp2b13	CYP2B6	1:1
Cyp2b19	CYP2B6	1:1
Cyp2b23	CYP2B6	1:1
Cyp2b9	CYP2B6	1:1
Cyp2c23	CYP2C23P	1:1
Cyp2c29	CYP2C18	many
Cyp2c29	CYP2C19	many
Cyp2c29	CYP2C9	many
Cyp2c37	CYP2C18	many
Cyp2c37	CYP2C19	many
Cyp2c37	CYP2C8	many
Cyp2c37	CYP2C9	many
Cyp2c38	CYP2C18	many
Cyp2c38	CYP2C19	many
Cyp2c38	CYP2C9	many
Cyp2c39	CYP2C18	many
Cyp2c39	CYP2C19	many
Cyp2c39	CYP2C9	many
Cyp2c40	CYP2C8	1:1
Cyp2c50	CYP2C18	many
Cyp2c50	CYP2C19	many
Cyp2c50	CYP2C8	many
Cyp2c50	CYP2C9	many
Cyp2c54	CYP2C8	1:1
Cyp2c55	CYP2C18	1:1
Cyp2c65	CYP2C8	1:1
Cyp2c66	CYP2C8	1:1
Cyp2c67	CYP2C8	1:1
Cyp2c68	CYP2C8	1:1
Cyp2c69	CYP2C8	1:1
Cyp2d10	CYP2D6	many
Cyp2d10	CYP2D7	many
Cyp2d11	CYP2D6	many
Cyp2d11	CYP2D7	many
Cyp2d12	CYP2D6	many
Cyp2d12	CYP2D7	many
Cyp2d22	CYP2D6	many
Cyp2d22	CYP2D7	many
Cyp2d26	CYP2D6	many
Cyp2d26	CYP2D7	many
Cyp2d34	CYP2D6	many
Cyp2d34	CYP2D7	many
Cyp2d40	CYP2D6	many
Cyp2d40	CYP2D7	many
Cyp2d9	CYP2D6	many
Cyp2d9	CYP2D7	many
Cyp2e1	CYP2E1	1:1
Cyp2f2	CYP2F1	many
Cyp2f2	CYP2F2P	many
Cyp2g1	CYP2G1P	1:1
Cyp2j11	CYP2J2	1:1
Cyp2j12	CYP2J2	1:1
Cyp2j13	CYP2J2	1:1
Cyp2j5	CYP2J2	1:1
Cyp2j6	CYP2J2	1:1
Cyp2j7	CYP2J2	1:1
Cyp2j8	CYP2J2	1:1
Cyp2j9	CYP2J2	1:1
Cyp2r1	CYP2R1	1:1
Cyp2s1	CYP2S1	1:1
Cyp2t4	CYP2T1P	1:1
Cyp2u1	CYP2U1	1:1
Cyp2w1	CYP2W1	1:1
Cyp39a1	CYP39A1	1:1
Cyp3a11	CYP3A5	1:1
Cyp3a13	CYP3A4	many
Cyp3a13	CYP3A5	many
Cyp3a13	CYP3A7	many
Cyp3a13	CYP3A7-CYP3A51P	many
Cyp3a16	CYP3A5	1:1
Cyp3a25	CYP3A43	many
Cyp3a25	CYP3A5	many
Cyp3a41a	CYP3A5	1:1
Cyp3a41b	CYP3A5	1:1
Cyp3a44	CYP3A5	1:1
Cyp3a57	CYP3A43	1:1
Cyp3a59	CYP3A43	many
Cyp3a59	CYP3A5	many
Cyp46a1	CYP46A1	1:1
Cyp4a10	CYP4A11	many
Cyp4a10	CYP4A22	many
Cyp4a12a	CYP4A11	many
Cyp4a12a	CYP4A22	many
Cyp4a12b	CYP4A11	many
Cyp4a12b	CYP4A22	many
Cyp4a14	CYP4A11	many
Cyp4a14	CYP4A22	many
Cyp4a29	CYP4A11	many
Cyp4a29	CYP4A22	many
Cyp4a30b	CYP4A11	many
Cyp4a30b	CYP4A22	many
Cyp4a31	CYP4A11	many
Cyp4a31	CYP4A22	many
Cyp4a32	CYP4A11	many
Cyp4a32	CYP4A22	many
Cyp4b1	CYP4B1	1:1
Cyp4f13	CYP4F8	1:1
Cyp4f14	CYP4F11	many
Cyp4f14	CYP4F12	many
Cyp4f14	CYP4F2	many
Cyp4f14	CYP4F8	many
Cyp4f15	CYP4F2	1:1
Cyp4f16	CYP4F8	1:1
Cyp4f18	CYP4F3	1:1
Cyp4f39	CYP4F22	1:1
Cyp4f40	CYP4F11	many
Cyp4f40	CYP4F12	many
Cyp4f40	CYP4F2	many
Cyp4v3	CYP4V2	1:1
Cyp4x1	CYP4X1	1:1
Cyp51	CYP51A1	1:1
Cyp7a1	CYP7A1	1:1
Cyp7b1	CYP7B1	1:1
Cyp8b1	CYP8B1	1:1
Cyren	CYREN	1:1
Cyria	CYRIA	1:1
Cyrib	CYRIB	1:1
Cys1	CYS1	1:1
Cysltr1	CYSLTR1	1:1
Cysltr2	CYSLTR2	1:1
Cysrt1	CYSRT1	1:1
Cystm1	CYSTM1	1:1
Cyth1	CYTH1	1:1
Cyth2	CYTH2	1:1
Cyth3	CYTH3	1:1
Cyth4	CYTH4	1:1
Cytip	CYTIP	1:1
Cytl1	CYTL1	1:1
Cyyr1	CYYR1	1:1
Czib	CZIB	1:1
D030056L22Rik	C9orf40	1:1
D030068K23Rik	LINC01572	1:1
D130043K22Rik	KIAA0319	1:1
D16Ertd472e	C21orf91	1:1
D17H6S53E	C6orf47	1:1
D2hgdh	D2HGDH	1:1
D3Ertd751e	C4orf33	1:1
D430019H16Rik	C14orf132	1:1
D430041D05Rik	KIAA1549L	1:1
D5Ertd579e	KIAA0232	1:1
D630003M21Rik	KIAA1755	1:1
D630023F18Rik	C2orf80	1:1
D630039A03Rik	C9orf152	1:1
D630045J12Rik	KIAA1549	1:1
D7Ertd443e	C10orf90	1:1
D8Ertd738e	C19orf53	1:1
D930020B18Rik	C12orf56	1:1
D930028M14Rik	POU2F2-AS2	1:1
Daam1	DAAM1	1:1
Daam2	DAAM2	1:1
Dab1	DAB1	1:1
Dab2	DAB2	1:1
Dab2ip	DAB2IP	1:1
Dach1	DACH1	1:1
Dach2	DACH2	1:1
Dact1	DACT1	1:1
Dact2	DACT2	1:1
Dact3	DACT3	1:1
Dad1	DAD1	1:1
Dag1	DAG1	1:1
Dagla	DAGLA	1:1
Daglb	DAGLB	1:1
Dalir	DALIR	1:1
Dalrd3	DALRD3	1:1
Dancr	DANCR	1:1
Dand5	DAND5	1:1
Dao	DAO	1:1
Dap	DAP	1:1
Dap3	DAP3	1:1
Dapk1	DAPK1	1:1
Dapk2	DAPK2	1:1
Dapk3	DAPK3	1:1
Dapl1	DAPL1	1:1
Dapp1	DAPP1	1:1
Dars1	DARS1	1:1
Dars2	DARS2	1:1
Daw1	DAW1	1:1
Daxx	DAXX	1:1
Dazap1	DAZAP1	1:1
Dazap2	DAZAP2	1:1
Dazl	DAZ1	many
Dazl	DAZ2	many
Dazl	DAZ3	many
Dazl	DAZ4	many
Dazl	DAZL	many
Dbf4	DBF4	1:1
Dbh	DBH	1:1
Dbi	DBI	1:1
Dbil5	DBIL5P	1:1
Dbn1	DBN1	1:1
Dbndd1	DBNDD1	1:1
Dbndd2	DBNDD2	1:1
Dbnl	DBNL	1:1
Dbp	DBP	1:1
Dbr1	DBR1	1:1
Dbt	DBT	1:1
Dbx1	DBX1	1:1
Dbx2	DBX2	1:1
Dcaf1	DCAF1	1:1
Dcaf10	DCAF10	1:1
Dcaf11	DCAF11	1:1
Dcaf12	DCAF12	1:1
Dcaf12l1	DCAF12L1	many
Dcaf12l1	DCAF12L2	many
Dcaf12l2	DCAF12L1	many
Dcaf12l2	DCAF12L2	many
Dcaf13	DCAF13	1:1
Dcaf15	DCAF15	1:1
Dcaf17	DCAF17	1:1
Dcaf4	DCAF4	many
Dcaf4	DCAF4L1	many
Dcaf4	DCAF4L2	many
Dcaf5	DCAF5	1:1
Dcaf6	DCAF6	1:1
Dcaf7	DCAF7	1:1
Dcaf8	DCAF8	1:1
Dcaf8l	DCAF8L1	many
Dcaf8l	DCAF8L2	many
Dcakd	DCAKD	1:1
Dcbld1	DCBLD1	1:1
Dcbld2	DCBLD2	1:1
Dcc	DCC	1:1
Dcdc2a	DCDC2	1:1
Dcdc2b	DCDC2B	1:1
Dcdc2c	DCDC2C	1:1
Dchs1	DCHS1	1:1
Dchs2	DCHS2	1:1
Dck	DCK	1:1
Dclk1	DCLK1	1:1
Dclk2	DCLK2	1:1
Dclk3	DCLK3	1:1
Dclre1a	DCLRE1A	1:1
Dclre1b	DCLRE1B	1:1
Dclre1c	DCLRE1C	1:1
Dcn	DCN	1:1
Dcp1a	DCP1A	1:1
Dcp1b	DCP1B	1:1
Dcp2	DCP2	1:1
Dcph1	DCPH1	1:1
Dcps	DCPS	1:1
Dcst1	DCST1	1:1
Dcst2	DCST2	1:1
Dcstamp	DCSTAMP	1:1
Dct	DCT	1:1
Dctd	DCTD	1:1
Dctn1	DCTN1	1:1
Dctn2	DCTN2	1:1
Dctn3	DCTN3	1:1
Dctn4	DCTN4	1:1
Dctn5	DCTN5	1:1
Dctn6	DCTN6	1:1
Dctpp1	DCTPP1	1:1
Dcun1d1	DCUN1D1	1:1
Dcun1d2	DCUN1D2	1:1
Dcun1d3	DCUN1D3	1:1
Dcun1d4	DCUN1D4	1:1
Dcun1d5	DCUN1D5	1:1
Dcx	DCX	1:1
Dcxr	DCXR	1:1
Dda1	DDA1	1:1
Ddah1	DDAH1	1:1
Ddah2	DDAH2	1:1
Ddb1	DDB1	1:1
Ddb2	DDB2	1:1
Ddc	DDC	1:1
Ddhd1	DDHD1	1:1
Ddhd2	DDHD2	1:1
Ddi1	DDI1	1:1
Ddi2	DDI2	1:1
Ddias	DDIAS	1:1
Ddit3	DDIT3	1:1
Ddit4	DDIT4	1:1
Ddit4l	DDIT4L	1:1
Ddn	DDN	1:1
Ddo	DDO	1:1
Ddost	DDOST	1:1
Ddr1	DDR1	1:1
Ddr2	DDR2	1:1
Ddrgk1	DDRGK1	1:1
Ddt	DDT	many
Ddt	DDTL	many
Ddx1	DDX1	1:1
Ddx10	DDX10	1:1
Ddx11	DDX11	many
Ddx11	DDX11L8	many
Ddx11	DDX12P	many
Ddx17	DDX17	1:1
Ddx18	DDX18	1:1
Ddx19a	DDX19A	1:1
Ddx19b	DDX19B	1:1
Ddx20	DDX20	1:1
Ddx21	DDX21	1:1
Ddx23	DDX23	1:1
Ddx24	DDX24	1:1
Ddx25	DDX25	1:1
Ddx27	DDX27	1:1
Ddx28	DDX28	1:1
Ddx31	DDX31	1:1
Ddx39a	DDX39A	1:1
Ddx39b	DDX39B	1:1
Ddx3x	DDX3X	1:1
Ddx3y	DDX3Y	1:1
Ddx4	DDX4	1:1
Ddx41	DDX41	1:1
Ddx42	DDX42	1:1
Ddx43	DDX43	1:1
Ddx46	DDX46	1:1
Ddx47	DDX47	1:1
Ddx49	DDX49	1:1
Ddx5	DDX5	1:1
Ddx50	DDX50	1:1
Ddx51	DDX51	1:1
Ddx52	DDX52	1:1
Ddx54	DDX54	1:1
Ddx55	DDX55	1:1
Ddx56	DDX56	1:1
Ddx59	DDX59	1:1
Ddx6	DDX6	1:1
Ddx60	DDX60	1:1
Deaf1	DEAF1	1:1
Decr1	DECR1	1:1
Decr2	DECR2	1:1
Dedd	DEDD	1:1
Dedd2	DEDD2	1:1
Def6	DEF6	1:1
Def8	DEF8	1:1
Defa-rs10	DEFA1	many
Defa-rs10	DEFA1B	many
Defa-rs10	DEFA3	many
Defa-rs10	DEFA6	many
Defa-rs12	DEFA6	1:1
Defa-rs2	DEFA1	many
Defa-rs2	DEFA1B	many
Defa-rs2	DEFA3	many
Defa-rs2	DEFA4	many
Defa-rs2	DEFA6	many
Defa1	DEFA5	1:1
Defa10	DEFA5	1:1
Defa11	DEFA5	1:1
Defa13	DEFA5	1:1
Defa14	DEFA5	1:1
Defa15	DEFA5	1:1
Defa16	DEFA5	1:1
Defa17	DEFA5	1:1
Defa2	DEFA5	1:1
Defa20	DEFA4	many
Defa20	DEFA6	many
Defa21	DEFA4	many
Defa21	DEFA6	many
Defa22	DEFA1	many
Defa22	DEFA1B	many
Defa22	DEFA3	many
Defa22	DEFA4	many
Defa22	DEFA5	many
Defa22	DEFA6	many
Defa23	DEFA5	1:1
Defa24	DEFA5	1:1
Defa25	DEFA5	1:1
Defa26	DEFA5	1:1
Defa27	DEFA5	1:1
Defa28	DEFA5	1:1
Defa29	DEFA1	many
Defa29	DEFA1B	many
Defa29	DEFA3	many
Defa29	DEFA6	many
Defa3	DEFA5	1:1
Defa30	DEFA5	1:1
Defa31	DEFA5	1:1
Defa32	DEFA4	many
Defa32	DEFA6	many
Defa34	DEFA5	1:1
Defa35	DEFA4	many
Defa35	DEFA6	many
Defa36	DEFA4	many
Defa36	DEFA6	many
Defa37	DEFA4	many
Defa37	DEFA6	many
Defa38	DEFA1	many
Defa38	DEFA1B	many
Defa38	DEFA3	many
Defa38	DEFA4	many
Defa38	DEFA6	many
Defa39	DEFA1	many
Defa39	DEFA1B	many
Defa39	DEFA3	many
Defa39	DEFA4	many
Defa39	DEFA6	many
Defa4	DEFA1	many
Defa4	DEFA1B	many
Defa4	DEFA3	many
Defa4	DEFA4	many
Defa4	DEFA6	many
Defa40	DEFA5	1:1
Defa41	DEFA4	many
Defa41	DEFA6	many
Defa42	DEFA1	many
Defa42	DEFA1B	many
Defa42	DEFA3	many
Defa42	DEFA4	many
Defa42	DEFA6	many
Defa43	DEFA1	many
Defa43	DEFA1B	many
Defa43	DEFA3	many
Defa43	DEFA4	many
Defa43	DEFA6	many
Defa5	DEFA5	1:1
Defa6	DEFA5	1:1
Defa7	DEFA5	1:1
Defa8	DEFA5	1:1
Defa9	DEFA5	1:1
Defb1	DEFB1	1:1
Defb12	DEFB105A	many
Defb12	DEFB105B	many
Defb13	DEFB107A	many
Defb13	DEFB107B	many
Defb14	DEFB103A	many
Defb14	DEFB103B	many
Defb15	DEFB106A	many
Defb15	DEFB106B	many
Defb18	DEFB113	1:1
Defb19	DEFB119	1:1
Defb20	DEFB128	1:1
Defb21	DEFB118	1:1
Defb22	DEFB126	1:1
Defb23	DEFB129	1:1
Defb25	DEFB124	1:1
Defb26	DEFB125	1:1
Defb28	DEFB115	1:1
Defb29	DEFB116	1:1
Defb3	DEFB4A	many
Defb3	DEFB4B	many
Defb30	DEFB135	1:1
Defb34	DEFB106A	many
Defb34	DEFB106B	many
Defb36	DEFB123	1:1
Defb4	DEFB4A	many
Defb4	DEFB4B	many
Defb41	DEFB110	1:1
Defb42	DEFB136	1:1
Defb43	DEFB131A	many
Defb43	DEFB131B	many
Defb47	DEFB130A	many
Defb47	DEFB130B	many
Defb48	DEFB109B	1:1
Defb5	DEFB4A	many
Defb5	DEFB4B	many
Defb6	DEFB4A	many
Defb6	DEFB4B	many
Defb7	DEFB4A	many
Defb7	DEFB4B	many
Defb8	DEFB4A	many
Defb8	DEFB4B	many
Degs1	DEGS1	1:1
Degs1l	DEGS1	1:1
Degs2	DEGS2	1:1
Dek	DEK	1:1
Dele1	DELE1	1:1
Dennd10	DENND10	many
Dennd10	DENND10P1	many
Dennd11	DENND11	1:1
Dennd1a	DENND1A	1:1
Dennd1b	DENND1B	1:1
Dennd1c	DENND1C	1:1
Dennd2a	DENND2A	1:1
Dennd2b	DENND2B	1:1
Dennd2c	DENND2C	1:1
Dennd2d	DENND2D	1:1
Dennd3	DENND3	1:1
Dennd4a	DENND4A	1:1
Dennd4b	DENND4B	1:1
Dennd4c	DENND4C	1:1
Dennd5a	DENND5A	1:1
Dennd5b	DENND5B	1:1
Dennd6a	DENND6A	1:1
Dennd6b	DENND6B	1:1
Denr	DENR	1:1
Depdc1a	DEPDC1	1:1
Depdc1b	DEPDC1B	1:1
Depdc5	DEPDC5	1:1
Depdc7	DEPDC7	1:1
Depp1	DEPP1	1:1
Deptor	DEPTOR	1:1
Dera	DERA	1:1
Derl1	DERL1	1:1
Derl2	DERL2	1:1
Derl3	DERL3	1:1
Des	DES	1:1
Desi1	DESI1	1:1
Desi2	DESI2	1:1
Det1	DET1	1:1
Deup1	DEUP1	1:1
Dexi	DEXI	1:1
Dffa	DFFA	1:1
Dffb	DFFB	1:1
Dgat1	DGAT1	1:1
Dgat2	DGAT2	1:1
Dgat2l6	DGAT2L6	1:1
Dgcr2	DGCR2	1:1
Dgcr6	DGCR6	many
Dgcr6	DGCR6L	many
Dgcr8	DGCR8	1:1
Dgka	DGKA	1:1
Dgkb	DGKB	1:1
Dgkd	DGKD	1:1
Dgke	DGKE	1:1
Dgkg	DGKG	1:1
Dgkh	DGKH	1:1
Dgki	DGKI	1:1
Dgkk	DGKK	1:1
Dgkq	DGKQ	1:1
Dgkz	DGKZ	1:1
Dglucy	DGLUCY	1:1
Dguok	DGUOK	1:1
Dhcr24	DHCR24	1:1
Dhcr7	DHCR7	1:1
Dhdds	DHDDS	1:1
Dhdh	DHDH	1:1
Dhfr	DHFR	many
Dhfr	DHFR2	many
Dhh	DHH	1:1
Dhodh	DHODH	1:1
Dhps	DHPS	1:1
Dhrs1	DHRS1	1:1
Dhrs11	DHRS11	1:1
Dhrs13	DHRS13	1:1
Dhrs2	DHRS2	1:1
Dhrs3	DHRS3	1:1
Dhrs4	DHRS4	many
Dhrs4	DHRS4L1	many
Dhrs4	DHRS4L2	many
Dhrs7	DHRS7	1:1
Dhrs7b	DHRS7B	1:1
Dhrs7c	DHRS7C	1:1
Dhrs7l	DHRS7	1:1
Dhrs9	DHRS9	1:1
Dhrsx	DHRSX	1:1
Dhtkd1	DHTKD1	1:1
Dhx15	DHX15	1:1
Dhx16	DHX16	1:1
Dhx29	DHX29	1:1
Dhx30	DHX30	1:1
Dhx32	DHX32	1:1
Dhx33	DHX33	1:1
Dhx34	DHX34	1:1
Dhx35	DHX35	1:1
Dhx36	DHX36	1:1
Dhx37	DHX37	1:1
Dhx38	DHX38	1:1
Dhx40	DHX40	1:1
Dhx57	DHX57	1:1
Dhx58	DHX58	1:1
Dhx8	DHX8	1:1
Dhx9	DHX9	1:1
Diablo	DIABLO	1:1
Diaph1	DIAPH1	1:1
Diaph2	DIAPH2	1:1
Diaph3	DIAPH3	1:1
Dicer1	DICER1	1:1
Dido1	DIDO1	1:1
Dimt1	DIMT1	1:1
Dio1	DIO1	1:1
Dio2	DIO2	1:1
Dio3	DIO3	1:1
Dio3os	DIO3OS	1:1
Dip2a	DIP2A	1:1
Dip2b	DIP2B	1:1
Dip2c	DIP2C	1:1
Dipk1a	DIPK1A	1:1
Dipk1b	DIPK1B	1:1
Dipk1c	DIPK1C	1:1
Dipk2a	DIPK2A	1:1
Dipk2b	DIPK2B	1:1
Diras1	DIRAS1	1:1
Diras2	DIRAS2	1:1
Dis3	DIS3	1:1
Dis3l	DIS3L	1:1
Dis3l2	DIS3L2	1:1
Disc1	DISC1	1:1
Disp1	DISP1	1:1
Disp2	DISP2	1:1
Disp3	DISP3	1:1
Dixdc1	DIXDC1	1:1
Dkc1	DKC1	1:1
Dkk1	DKK1	1:1
Dkk2	DKK2	1:1
Dkk3	DKK3	1:1
Dkk4	DKK4	1:1
Dkkl1	DKKL1	1:1
Dlat	DLAT	1:1
Dlc1	DLC1	1:1
Dld	DLD	1:1
Dlec1	DLEC1	1:1
Dleu7	DLEU7	1:1
Dlg1	DLG1	1:1
Dlg2	DLG2	1:1
Dlg3	DLG3	1:1
Dlg4	DLG4	1:1
Dlg5	DLG5	1:1
Dlgap1	DLGAP1	1:1
Dlgap2	DLGAP2	1:1
Dlgap3	DLGAP3	1:1
Dlgap4	DLGAP4	1:1
Dlgap5	DLGAP5	1:1
Dlk1	DLK1	1:1
Dlk2	DLK2	1:1
Dll1	DLL1	1:1
